Country;Sex;Year;Unit;VALUE
LC;Total;2000;R;14.67426326
LC;Total;2001;R;21.49395641
LC;Total;2002;R;26.3501305
LC;Total;2003;R;22.42571482
LC;Total;2004;R;22.86477033
LC;Total;2005;R;25.09057084
LC;Total;2006;R;26.00104004
LC;Total;2007;R;17.29856124
LC;Total;2008;R;22.93969214
LC;Total;2009;R;22.64505902
LC;Total;2010;R;25.27399306
LC;Total;2011;R;26.20515216
LC;Total;2012;R;22.07705458
LC;Total;2013;R;18.5910256
LC;Total;2014;R;19.06823624
LC;Total;2015;R;15.63101864
LC;Total;2016;R;16.66407448
LC;Total;2017;R;27.07855544
LC;Total;2018;R;20.34196492
LC;Total;2019;R;25.1648021
LC;Total;2020;R;28.31796721
LI;Total;1994;R;0
LI;Total;1995;R;0
LI;Total;1996;R;0
LI;Total;1997;R;0
LI;Total;1998;R;0
LI;Total;1999;R;3.052037235
LI;Total;2000;R;0
LI;Total;2001;R;0
LI;Total;2002;R;0
LI;Total;2003;R;0
LI;Total;2004;R;2.903263268
LI;Total;2007;R;0
LI;Total;2008;R;2.819363388
LI;Total;2009;R;0
LI;Total;2010;R;2.778086454
LI;Total;2011;R;0
LI;Total;2012;R;0
LI;Total;2013;R;0
LI;Total;2014;R;2.686799753
LI;Total;2015;R;0
LI;Total;2016;R;0
LI;Total;2017;R;2.645152758
LI;Total;2018;R;2.637269898
LI;Total;2019;R;2.630194634
LI;Total;2020;R;2.622125495
LK;Total;1990;R;11.45692292
LK;Total;1995;R;8.847269327
LK;Total;1996;R;9.663918847
LK;Total;1997;R;10.02117006
LK;Total;1999;R;10.28221547
LK;Total;2005;R;6.236893059
LK;Total;2006;R;10.37775379
LK;Total;2008;R;10.01802243
LK;Total;2009;R;5.461274446
LK;Total;2010;R;3.76571842
LK;Total;2011;R;3.588499858
LK;Total;2012;R;3.292325536
LK;Total;2013;R;2.9956851
LK;Total;2014;R;2.660123053
LK;Total;2015;R;2.329249287
LK;Total;2016;R;2.521267006
LK;Total;2017;R;2.300262003
LK;Total;2018;R;2.421243634
LK;Total;2019;R;3.479690752
LS;Total;1990;R;30.46209054
LS;Total;1991;R;31.50584149
LS;Total;1992;R;35.90897971
LS;Total;1993;R;36.49360648
LS;Total;1994;R;44.75311378
LS;Total;2007;R;45.04445561
LS;Total;2008;R;37.84352307
LS;Total;2010;R;38.28470491
LS;Total;2011;R;35.5326124
LS;Total;2012;R;31.81160384
LS;Total;2013;R;32.43731415
LS;Total;2015;R;43.56460456
LT;Total;1990;R;4.870083752
LT;Total;1991;R;5.787771089
LT;Total;1992;R;7.212379915
LT;Total;1993;R;11.33313337
LT;Total;1994;R;12.74272144
LT;Total;1995;R;13.84213186
LT;Total;1996;R;11.23827473
LT;Total;1997;R;10.92205924
LT;Total;1998;R;8.747897411
LT;Total;1999;R;8.755552621
LT;Total;2000;R;10.56586791
LT;Total;2001;R;10.16230028
LT;Total;2002;R;8.505630408
LT;Total;2004;R;10.14452548
LT;Total;2005;R;11.12354037
LT;Total;2006;R;8.718477633
LT;Total;2007;R;8.499581465
LT;Total;2008;R;9.27520498
LT;Total;2009;R;7.956378837
LT;Total;2010;R;7.010635999
LT;Total;2011;R;6.843090846
LT;Total;2012;R;6.632603977
LT;Total;2013;R;6.58039481
LT;Total;2014;R;5.350836514
LT;Total;2015;R;5.866558977
LT;Total;2016;R;5.294932957
LT;Total;2017;R;3.514420899
LT;Total;2018;R;3.284224655
LT;Total;2019;R;3.406252503
LT;Total;2020;R;3.710110345
LU;Total;1994;R;1.490924
LU;Total;1995;R;0.490021928
LU;Total;1996;R;0.966185909
LU;Total;1997;R;0.952428574
LU;Total;1998;R;0.939346403
LU;Total;1999;R;1.391262408
LU;Total;2000;R;0.917208202
LU;Total;2001;R;2.04453915
LU;Total;2002;R;1.352182761
LU;Total;2003;R;0.670665322
LU;Total;2004;R;0.442652195
LU;Total;2005;R;0.873652391
LU;Total;2006;R;1.503400908
LU;Total;2007;R;1.473941762
LU;Total;2008;R;1.648115071
LU;Total;2009;R;1.006976332
LU;Total;2010;R;1.96893028
LU;Total;2011;R;0.770249869
LU;Total;2012;R;0
LU;Total;2013;R;0.184313451
LU;Total;2014;R;0.721354993
LU;Total;2015;R;0.882237212
LU;Total;2016;R;0.863161311
LU;Total;2017;R;0.337886923
LU;Total;2018;R;0.496488174
LU;Total;2019;R;0.649635392
LU;Total;2020;R;0.159750534
LV;Total;1992;R;9.884537911
LV;Total;1993;R;14.98456242
LV;Total;1994;R;13.68122433
LV;Total;1995;R;11.48107456
LV;Total;1996;R;10.8115435
LV;Total;1997;R;11.08706197
LV;Total;1998;R;10.28575472
LV;Total;1999;R;9.50961925
LV;Total;2000;R;9.982593377
LV;Total;2001;R;9.284818812
LV;Total;2002;R;9.174595117
LV;Total;2012;R;3.383247512
LV;Total;2013;R;2.445047556
LV;Total;2014;R;3.166404449
LV;Total;2015;R;3.353898907
LV;Total;2016;R;3.494971546
LV;Total;2017;R;4.151510663
LV;Total;2018;R;4.355804966
LV;Total;2019;R;3.933415148
LV;Total;2020;R;3.711161371
CN;Total;1991;R;3.393444431
CN;Total;1992;R;0.828024775
CN;Total;1993;R;3.241534867
CN;Total;1994;R;3.440928521
CN;Total;1995;R;2.075135467
CN;Total;1996;R;4.321565118
CN;Total;1997;R;7.474716771
CN;Total;1998;R;5.859088912
CN;Total;1999;R;8.843465874
CN;Total;2000;R;2.337693912
CN;Total;2001;R;1.826784312
CN;Total;2002;R;0.445619891
CN;Total;2003;R;1.738537065
CN;Total;2004;R;0.848176421
CN;Total;2005;R;0.828392318
CN;Total;2006;R;2.025094977
CN;Total;2007;R;1.189286904
CN;Total;2008;R;0.776349295
CN;Total;2009;R;0.94984622
CN;Total;2010;R;0.371598711
CN;Total;2011;R;0.726172905
CN;Total;2012;R;0.709173334
CN;Total;2013;R;0.173199762
CN;Total;2014;R;0.169431219
CN;Total;2015;R;0.166087299
CN;Total;2016;R;0.163178988
CN;Total;2017;R;0.321244888
CN;Total;2018;R;0.316639568
CN;Total;2019;R;0.312282378
CN;Total;2020;R;0.308004103
MF;Total;2011;R;21.36124536
MF;Total;2012;R;5.403652869
MF;Total;2013;R;21.94305777
MF;Total;2014;R;22.21111666
MF;Total;2015;R;16.72940192
MF;Total;2016;R;27.7307895
MA;Total;1990;R;0.358763035
MA;Total;1991;R;0.490886786
MA;Total;1992;R;0.513390748
MA;Total;1993;R;0.565852975
MA;Total;1994;R;0.692133337
MA;Total;1997;R;2.637403213
MA;Total;1998;R;1.97791234
MA;Total;1999;R;1.897699651
MA;Total;2000;R;1.60104623
MA;Total;2001;R;1.864292997
MA;Total;2002;R;1.568506827
MA;Total;2003;R;1.71239293
MA;Total;2004;R;1.560673887
MA;Total;2005;R;1.539948547
MA;Total;2006;R;1.616637
MA;Total;2007;R;1.65898304
MA;Total;2008;R;1.350802572
MA;Total;2009;R;1.352998286
MA;Total;2010;R;1.394411914
MA;Total;2011;R;1.345256187
MA;Total;2012;R;1.152160445
MA;Total;2013;R;1.272404062
MA;Total;2014;R;1.038243692
MA;Total;2015;R;1.243378935
MA;Total;2016;R;1.691041868
MA;Total;2017;R;2.138766486
MA;Total;2018;R;1.415522885
MA;Total;2019;R;1.719138031
MA;Total;2020;R;1.240837378
MC;Total;2001;R;3.079386586
MC;Total;2007;R;0
MC;Total;2008;R;0
QA;Total;1990;R;6.642901876
QA;Total;1991;R;6.628491129
QA;Total;1992;R;11.40101316
QA;Total;1993;R;8.853495243
QA;Total;1994;R;9.199800862
QA;Total;1995;R;9.261388167
QA;Total;1996;R;9.267357471
QA;Total;1997;R;9.658281148
QA;Total;1998;R;8.813502756
QA;Total;1999;R;9.252609248
QA;Total;2000;R;10.30300103
QA;Total;2001;R;9.815870041
QA;Total;2002;R;9.597369986
QA;Total;2003;R;7.64387498
QA;Total;2004;R;6.645933912
QA;Total;2005;R;7.116588961
QA;Total;2006;R;6.318941582
QA;Total;2007;R;5.254073178
QA;Total;2008;R;5.738063248
QA;Total;2009;R;6.003638791
QA;Total;2010;R;6.4854176
QA;Total;2011;R;5.29519875
QA;Total;2012;R;5.618523364
QA;Total;2013;R;5.620204266
QA;Total;2014;R;3.952465344
QA;Total;2015;R;4.642930401
QA;Total;2016;R;4.918823427
QA;Total;2017;R;3.473174163
QA;Total;2018;R;4.096792902
QA;Total;2019;R;2.992636137
QA;Total;2020;R;2.305425211
MV;Total;1990;R;0.448110988
MV;Total;1995;R;0.786955427
MV;Total;1997;R;2.274139996
MV;Total;2001;R;2.444910918
MV;Total;2002;R;2.719377263
MV;Total;2007;R;0.895062833
MV;Total;2008;R;1.455824463
MV;Total;2009;R;1.697836108
MV;Total;2010;R;1.640554507
MV;Total;2011;R;0.788450773
MV;Total;2012;R;2.517426888
MV;Total;2013;R;0.721861826
MV;Total;2015;R;0.879287074
MV;Total;2016;R;3.785449154
MV;Total;2017;R;6.849342665
MV;Total;2019;R;0.565017506
MX;Total;1990;R;17.26525939
MX;Total;1991;R;17.69095582
MX;Total;1992;R;19.05710489
MX;Total;1993;R;18.09864075
MX;Total;1994;R;17.56835976
MX;Total;1995;R;17.03190012
MX;Total;1996;R;15.57215261
MX;Total;1997;R;14.32391461
MX;Total;1998;R;14.2166606
MX;Total;1999;R;12.56503282
MX;Total;2000;R;10.85643764
MX;Total;2001;R;10.25442622
MX;Total;2002;R;9.920856973
MX;Total;2003;R;9.785506585
MX;Total;2004;R;8.925997121
MX;Total;2005;R;9.358974931
MX;Total;2006;R;9.717353048
MX;Total;2007;R;8.122157319
MX;Total;2008;R;12.63905213
MX;Total;2009;R;17.60831917
MX;Total;2010;R;22.57545056
MX;Total;2011;R;23.52123248
MX;Total;2012;R;22.14213334
MX;Total;2013;R;19.40886274
MX;Total;2014;R;16.62579637
MX;Total;2015;R;17.03782865
MX;Total;2016;R;19.91269533
MX;Total;2017;R;25.7089978
MX;Total;2018;R;29.07106162
MX;Total;2019;R;28.73670232
MX;Total;2020;R;28.3706034
MH;Total;1991;R;10.32993823
MH;Total;1992;R;4.061573454
MH;Total;1994;R;3.982952961
MK;Total;1998;R;2.385624228
MK;Total;1999;R;1.877105878
MK;Total;2000;R;2.30978321
MK;Total;2001;R;2.692325014
MK;Total;2002;R;2.928357728
MK;Total;2003;R;3.408937064
MK;Total;2004;R;2.382058916
MK;Total;2006;R;2.229619821
MK;Total;2007;R;2.033496529
MK;Total;2008;R;1.693022185
MK;Total;2009;R;1.691613945
MK;Total;2010;R;2.076555352
MK;Total;2011;R;1.447538316
MK;Total;2012;R;1.398078847
MK;Total;2013;R;1.059697071
MK;Total;2014;R;1.684490177
MK;Total;2015;R;1.202307468
MK;Total;2016;R;0.913134039
MK;Total;2017;R;1.488955791
MK;Total;2018;R;1.200216807
MK;Total;2019;R;1.151931068
MT;Total;1990;R;1.104920487
MT;Total;1991;R;0.821938075
MT;Total;1992;R;1.630922287
MT;Total;1993;R;1.88794252
MT;Total;1994;R;0.802666995
MT;Total;1998;R;1.2910489
MT;Total;1999;R;2.559993446
MT;Total;2000;R;1.016133662
MT;Total;2001;R;1.513912859
MT;Total;2002;R;1.504815409
MT;Total;2004;R;1.73774887
MT;Total;2005;R;0.988486602
MT;Total;2006;R;0
MT;Total;2007;R;0.980743109
MT;Total;2008;R;1.465226512
MT;Total;2009;R;0.971914112
MT;Total;2010;R;0.965584166
MT;Total;2011;R;0.71818443
MT;Total;2012;R;2.844889512
MT;Total;2013;R;1.642637231
MT;Total;2014;R;1.39473256
MT;Total;2015;R;0.922596463
MT;Total;2016;R;1.146528655
MT;Total;2017;R;2.055099501
MT;Total;2018;R;1.593607358
MT;Total;2019;R;1.135390813
MT;Total;2020;R;1.58536392
MM;Total;1990;R;4.949777899
MM;Total;1995;R;3.67412594
MM;Total;2000;R;2.228182211
MM;Total;2001;R;1.939645721
MM;Total;2002;R;1.706421573
MM;Total;2003;R;1.586744222
MM;Total;2004;R;1.529924468
MM;Total;2005;R;1.381002968
MM;Total;2006;R;1.576031374
MM;Total;2007;R;1.509426996
MM;Total;2008;R;1.584229264
MM;Total;2009;R;1.749240991
MM;Total;2010;R;1.582978081
MM;Total;2011;R;2.069008311
MM;Total;2012;R;2.79302971
MM;Total;2013;R;2.387543242
MM;Total;2014;R;2.352679423
MM;Total;2015;R;2.186758102
MM;Total;2016;R;2.258451326
MM;Total;2020;R;0.009189522
ME;Total;2002;R;4.401903579
ME;Total;2007;R;1.936877173
ME;Total;2008;R;3.862793572
ME;Total;2009;R;3.371149064
ME;Total;2010;R;2.402771838
ME;Total;2011;R;3.358543735
ME;Total;2012;R;2.715954314
ME;Total;2013;R;1.596571841
ME;Total;2014;R;3.191574244
ME;Total;2015;R;2.711509721
ME;Total;2016;R;4.463780408
ME;Total;2017;R;2.390198275
ME;Total;2018;R;2.229998901
ME;Total;2019;R;3.662490366
ME;Total;2020;R;2.865959093
MN;Total;2003;R;13.89358647
MN;Total;2004;R;13.33924052
MN;Total;2005;R;15.75346071
MN;Total;2006;R;13.13087812
MN;Total;2007;R;11.37319142
MN;Total;2008;R;8.055020348
MN;Total;2009;R;8.190608551
MN;Total;2010;R;8.787081299
MN;Total;2011;R;9.601650618
MN;Total;2012;R;7.045000917
MN;Total;2013;R;7.217753731
MN;Total;2014;R;7.244624438
MN;Total;2015;R;7.137061258
MN;Total;2016;R;6.020237158
MN;Total;2017;R;6.134007839
MN;Total;2018;R;6.182547929
MN;Total;2019;R;6.356261972
MN;Total;2020;R;5.978723067
MZ;Total;2001;R;6.036697413
MZ;Total;2002;R;5.542484825
MZ;Total;2003;R;5.400624703
MZ;Total;2004;R;5.675383436
MZ;Total;2005;R;5.313769294
MZ;Total;2006;R;4.240964989
MZ;Total;2007;R;3.917258819
MZ;Total;2008;R;4.466571104
MZ;Total;2009;R;3.594715602
MZ;Total;2010;R;3.718409403
MZ;Total;2011;R;3.510077519
MS;Total;1990;R;0
MS;Total;1991;R;0
MS;Total;1992;R;18.76348626
MS;Total;1993;R;0
MS;Total;1994;R;9.650646593
MS;Total;1995;R;0
MS;Total;1996;R;11.093854
MS;Total;1997;R;0
MS;Total;1998;R;14.82579689
MS;Total;1999;R;0
MS;Total;2000;R;0
MS;Total;2001;R;0
MS;Total;2002;R;0
MS;Total;2003;R;0
MS;Total;2004;R;0
MS;Total;2005;R;20.65262288
MS;Total;2006;R;20.44989775
MS;Total;2008;R;20.38320424
MS;Total;2012;R;20.28397566
MQ;Total;2004;R;4.796695834
MQ;Total;2005;R;4.78359278
MQ;Total;2006;R;5.781073269
MQ;Total;2007;R;5.778197604
MQ;Total;2008;R;4.2749658
MQ;Total;2009;R;2.77384816
MU;Total;1990;R;1.894174372
MU;Total;1991;R;2.714255363
MU;Total;1992;R;2.862556651
MU;Total;1993;R;1.911516798
MU;Total;1994;R;2.423380778
MU;Total;1995;R;2.214984637
MU;Total;1996;R;2.977358068
MU;Total;1997;R;2.079468626
MU;Total;1998;R;2.660277424
MU;Total;1999;R;1.956496035
MU;Total;2000;R;2.193820682
MU;Total;2009;R;3.054672202
MU;Total;2010;R;2.644330355
MU;Total;2011;R;2.557802336
MU;Total;2012;R;2.233765115
MU;Total;2013;R;2.787827231
MU;Total;2014;R;1.511113444
MU;Total;2015;R;1.66738523
MU;Total;2016;R;1.664196787
MU;Total;2017;R;2.609733356
MU;Total;2018;R;2.919860099
MU;Total;2019;R;2.126536817
MU;Total;2020;R;2.752076442
MW;Total;2000;R;6.278730236
MW;Total;2001;R;7.87263752
MW;Total;2002;R;4.840501216
MW;Total;2003;R;2.499961876
MW;Total;2004;R;3.340964443
MW;Total;2005;R;1.584039221
MW;Total;2006;R;6.328190439
MW;Total;2007;R;5.171712859
MW;Total;2008;R;5.681859985
MW;Total;2009;R;2.264979851
MW;Total;2010;R;3.576437303
MW;Total;2011;R;2.292456188
MW;Total;2012;R;1.812157825
MY;Total;1990;R;1.736012509
MY;Total;1991;R;2.073440731
MY;Total;1992;R;1.926046143
MY;Total;1993;R;1.847584445
MY;Total;1994;R;1.681891455
MY;Total;1995;R;1.932876094
MY;Total;1996;R;2.126787054
MY;Total;1997;R;2.504314145
MY;Total;1998;R;2.844268778
MY;Total;1999;R;2.59473279
MY;Total;2000;R;2.375588573
MY;Total;2001;R;2.180595944
MY;Total;2002;R;2.333901497
MY;Total;2003;R;2.287558584
MY;Total;2004;R;1.972954486
MY;Total;2005;R;2.351053099
MY;Total;2006;R;2.244107443
MY;Total;2007;R;2.440086246
MY;Total;2008;R;2.191951587
MY;Total;2009;R;2.02271221
MY;Total;2010;R;1.914348639
MY;Total;2011;R;1.849850626
MY;Total;2012;R;2.070992452
MY;Total;2013;R;2.127665134
YT;Total;2007;R;14.20320045
YT;Total;2008;R;2.547524061
YT;Total;2009;R;5.926101514
NA;Total;1995;R;22.91343391
NA;Total;1996;R;21.221875
NA;Total;1997;R;19.25762163
NA;Total;1998;R;23.50379843
NA;Total;1999;R;21.4869539
NA;Total;2000;R;21.1748356
NA;Total;2001;R;19.35660403
NA;Total;2002;R;18.68735887
NA;Total;2004;R;18.45118064
NA;Total;2008;R;17.32422034
NA;Total;2009;R;18.64453285
NA;Total;2010;R;14.81917072
NA;Total;2011;R;14.28109082
NA;Total;2012;R;17.67833361
NA;Total;2020;R;11.92483341
NC;Total;2006;R;3.334389223
NC;Total;2007;R;4.931533871
NC;Total;2008;R;4.458929208
NC;Total;2009;R;3.198950744
NE;Total;2011;R;4.855455259
NE;Total;2012;R;4.428158163
NG;Total;2016;R;34.09330868
NG;Total;2019;R;21.99403242
NI;Total;1990;R;16.10184416
NI;Total;1991;R;17.15261847
NI;Total;1992;R;18.9253603
NI;Total;1993;R;17.07564556
NI;Total;1994;R;15.90257534
NI;Total;1995;R;15.19716004
NI;Total;1996;R;13.96161736
NI;Total;1997;R;14.06479084
NI;Total;1998;R;13.01255518
NI;Total;1999;R;11.24014008
NI;Total;2000;R;9.389838065
NI;Total;2001;R;10.43657333
NI;Total;2002;R;10.61440141
NI;Total;2003;R;11.99898339
NI;Total;2004;R;12.04116363
NI;Total;2005;R;13.40395816
NI;Total;2006;R;13.09451976
NI;Total;2007;R;12.77265778
NI;Total;2008;R;12.98647219
NI;Total;2009;R;13.95865801
NI;Total;2010;R;13.47857456
NI;Total;2011;R;12.50204344
NI;Total;2012;R;11.24942123
NI;Total;2013;R;9.797999559
NI;Total;2014;R;8.546682959
NI;Total;2015;R;8.42005941
NI;Total;2016;R;7.185947903
NI;Total;2017;R;6.750361755
NI;Total;2018;R;10.54829153
NI;Total;2019;R;7.867997311
NL;Total;1990;R;0.902078268
NL;Total;1991;R;1.174946009
NL;Total;1992;R;1.272595493
NL;Total;1993;R;1.257531681
NL;Total;1994;R;1.112620559
NL;Total;1995;R;1.247749203
NL;Total;1996;R;1.355757781
NL;Total;1997;R;1.328608088
NL;Total;1998;R;1.117769035
NL;Total;1999;R;1.281927817
NL;Total;2000;R;1.13021396
NL;Total;2001;R;1.261072466
NL;Total;2002;R;1.210401633
NL;Total;2003;R;1.246840617
NL;Total;2004;R;1.172701258
NL;Total;2005;R;1.063104866
NL;Total;2006;R;0.778584498
NL;Total;2007;R;0.866317409
NL;Total;2008;R;0.905353992
NL;Total;2009;R;0.92623896
NL;Total;2010;R;0.863157886
NL;Total;2011;R;0.854333661
NL;Total;2012;R;0.863514145
NL;Total;2013;R;0.742125514
NL;Total;2014;R;0.728133054
NL;Total;2015;R;0.61398618
NL;Total;2016;R;0.553550571
NL;Total;2017;R;0.775496975
NL;Total;2018;R;0.58618159
NL;Total;2019;R;0.637534163
NL;Total;2020;R;0.624457503
NO;Total;1990;R;1.106589008
NO;Total;1991;R;1.171106919
NO;Total;1992;R;1.071590392
NO;Total;1993;R;0.880283729
NO;Total;1994;R;0.760085646
NO;Total;1995;R;0.961759525
NO;Total;1996;R;0.978781608
NO;Total;1997;R;0.859676771
NO;Total;1998;R;0.854415473
NO;Total;1999;R;0.737593674
NO;Total;2000;R;1.066814835
NO;Total;2001;R;0.818015984
NO;Total;2002;R;1.011874791
NO;Total;2004;R;0.782913351
NO;Total;2005;R;0.712380021
NO;Total;2006;R;0.70618658
NO;Total;2007;R;0.635673622
NO;Total;2008;R;0.712636769
NO;Total;2009;R;0.600806282
NO;Total;2010;R;0.593547362
NO;Total;2011;R;2.243178766
NO;Total;2012;R;0.538522724
NO;Total;2013;R;0.905608076
NO;Total;2014;R;0.563953383
NO;Total;2015;R;0.461553817
NO;Total;2016;R;0.51419267
NO;Total;2017;R;0.528668563
NO;Total;2018;R;0.468343712
NO;Total;2019;R;0.520556497
NO;Total;2020;R;0.571824685
NP;Total;1990;R;1.872472955
NP;Total;1997;R;2.545963271
NP;Total;1998;R;2.818993511
NP;Total;1999;R;2.679714067
NP;Total;2000;R;2.652342735
NP;Total;2001;R;3.48295915
NP;Total;2002;R;3.470084174
NP;Total;2003;R;3.018235405
NP;Total;2004;R;3.682236087
NP;Total;2005;R;3.410437181
NP;Total;2006;R;2.340151627
NP;Total;2007;R;3.187708741
NP;Total;2008;R;3.345010746
NP;Total;2009;R;2.998118067
NP;Total;2010;R;3.009638952
NP;Total;2011;R;2.510981383
NP;Total;2012;R;2.378732795
NP;Total;2013;R;2.251382455
NP;Total;2014;R;2.073888253
NZ;Total;1990;R;1.864179046
NZ;Total;1991;R;1.555413528
NZ;Total;1992;R;1.901027607
NZ;Total;1993;R;1.16202001
NZ;Total;1994;R;1.569046672
NZ;Total;1995;R;1.061241816
NZ;Total;1996;R;1.291241723
NZ;Total;1997;R;1.598995831
NZ;Total;1998;R;1.294934217
NZ;Total;1999;R;1.178588041
NZ;Total;2000;R;1.347502146
NZ;Total;2001;R;1.305035056
NZ;Total;2002;R;1.513927375
NZ;Total;2003;R;1.093962965
NZ;Total;2004;R;1.10282738
NZ;Total;2005;R;1.475085682
NZ;Total;2006;R;1.17060156
NZ;Total;2007;R;1.133935232
NZ;Total;2008;R;1.192102392
NZ;Total;2009;R;1.549728474
NZ;Total;2010;R;0.983968184
NZ;Total;2011;R;0.882617726
NZ;Total;2012;R;0.917541651
NZ;Total;2013;R;1.018032678
NZ;Total;2014;R;0.94142951
NZ;Total;2015;R;1.040193285
NZ;Total;2016;R;1.073130633
NZ;Total;2017;R;0.744359509
NZ;Total;2019;R;2.634295771
OM;Total;2002;R;1.199215371
OM;Total;2003;R;1.466789374
OM;Total;2004;R;1.717423342
OM;Total;2005;R;2.110499376
OM;Total;2006;R;4.688554077
OM;Total;2007;R;1.392463087
OM;Total;2008;R;1.708496973
OM;Total;2009;R;1.286425843
OM;Total;2010;R;1.578202395
OM;Total;2011;R;1.04579924
OM;Total;2012;R;1.114912932
OM;Total;2013;R;2.576494666
OM;Total;2014;R;0.297969709
OM;Total;2015;R;0.374940742
OM;Total;2016;R;0.357205288
OM;Total;2017;R;0.364343541
OM;Total;2018;R;0.269180342
OM;Total;2019;R;0.462312301
OM;Total;2020;R;0.274153834
PK;Total;1990;R;7.62578613
PK;Total;1996;R;7.115862041
PK;Total;1997;R;7.09917771
PK;Total;1998;R;7.598453235
PK;Total;1999;R;6.731848688
PK;Total;2000;R;6.256692302
PK;Total;2001;R;6.57151981
PK;Total;2002;R;6.329668543
PK;Total;2003;R;6.104771186
PK;Total;2004;R;6.136672858
PK;Total;2005;R;6.102155637
PK;Total;2006;R;6.125984107
PK;Total;2007;R;6.290518528
PK;Total;2008;R;7.02538385
PK;Total;2009;R;7.116340459
PK;Total;2010;R;7.351275599
PK;Total;2011;R;7.559718174
PK;Total;2012;R;7.393203096
PK;Total;2013;R;7.286908804
PK;Total;2014;R;6.797572609
PK;Total;2015;R;4.756628859
PK;Total;2016;R;4.182067127
PK;Total;2017;R;3.960920648
PK;Total;2018;R;3.88308273
PK;Total;2019;R;3.764684075
PK;Total;2020;R;3.843501475
PA;Total;1990;R;11.25075174
PA;Total;1991;R;11.65226317
PA;Total;1992;R;12.07322039
PA;Total;1993;R;11.7128793
PA;Total;1994;R;12.03375263
PA;Total;1995;R;13.76079648
PA;Total;1996;R;8.86889097
PA;Total;1997;R;11.03750052
PA;Total;1998;R;9.648671608
PA;Total;1999;R;9.592093692
PA;Total;2000;R;9.866902416
PA;Total;2001;R;9.904063288
PA;Total;2002;R;11.93955916
PA;Total;2003;R;10.50153067
PA;Total;2004;R;9.420815598
PA;Total;2005;R;10.93020225
PA;Total;2006;R;6.515958349
PA;Total;2007;R;8.078360678
PA;Total;2008;R;14.02080198
PA;Total;2009;R;15.70176701
PA;Total;2010;R;12.62802692
PA;Total;2011;R;14.811901
PA;Total;2012;R;16.89370623
PA;Total;2013;R;17.28612076
PA;Total;2014;R;15.48197516
PA;Total;2015;R;11.86849406
PA;Total;2016;R;10.03202072
PA;Total;2017;R;9.2043273
PA;Total;2018;R;9.600494916
PA;Total;2019;R;10.52646452
PA;Total;2020;R;11.58810856
PE;Total;2011;R;5.525501127
PE;Total;2012;R;6.66965129
PE;Total;2013;R;6.760935536
PE;Total;2014;R;6.899216799
PE;Total;2015;R;7.374287837
PE;Total;2016;R;7.87362467
PE;Total;2017;R;7.909223863
PE;Total;2018;R;7.665071392
PH;Total;1990;R;14.99470823
PH;Total;1991;R;13.72158144
PH;Total;1992;R;12.75451274
PH;Total;1993;R;11.64971496
PH;Total;1994;R;9.454268139
PH;Total;1998;R;7.918629858
PH;Total;1999;R;7.47190401
PH;Total;2000;R;7.3533412
PH;Total;2001;R;7.345034857
PH;Total;2002;R;8.053805764
PH;Total;2007;R;6.668494892
PH;Total;2008;R;6.402501719
PH;Total;2009;R;9.833990702
PH;Total;2010;R;9.200059459
PH;Total;2011;R;8.882489952
PH;Total;2012;R;8.727260249
PH;Total;2016;R;10.76074648
PH;Total;2017;R;7.861339137
PH;Total;2018;R;5.298571156
PH;Total;2019;R;4.406352984
PW;Total;2015;R;16.98273422
PW;Total;2016;R;0
PW;Total;2017;R;0
PW;Total;2018;R;11.16632237
PG;Total;1998;R;8.993567807
PG;Total;1999;R;7.872409584
PG;Total;2000;R;7.951993898
PG;Total;2001;R;7.297526691
PG;Total;2002;R;7.706660243
PG;Total;2003;R;9.78568231
PG;Total;2005;R;9.28420475
PG;Total;2006;R;9.177222855
PG;Total;2007;R;7.637508568
PG;Total;2008;R;8.643674207
PG;Total;2009;R;9.755382046
PG;Total;2010;R;9.753078854
PL;Total;1990;R;1.788715879
PL;Total;1991;R;2.229344688
PL;Total;1992;R;2.243597161
PL;Total;1993;R;2.362841058
PL;Total;1994;R;2.388675915
PL;Total;1995;R;2.217967031
PL;Total;1996;R;2.266962959
PL;Total;1997;R;2.093665564
PL;Total;1998;R;1.968147082
PL;Total;1999;R;1.921288467
PL;Total;2000;R;2.217513486
PL;Total;2001;R;2.014036746
PL;Total;2002;R;1.860289166
PL;Total;2008;R;0.849914797
PL;Total;2009;R;1.009075842
PL;Total;2010;R;1.001831891
PL;Total;2011;R;1.102206858
PL;Total;2012;R;1.069923475
PL;Total;2013;R;0.799307239
PL;Total;2014;R;0.753456943
PL;Total;2015;R;0.783507926
PL;Total;2016;R;0.684404717
PL;Total;2017;R;0.756194949
PL;Total;2018;R;0.7304547
PL;Total;2019;R;0.667761637
PL;Total;2020;R;0.70283715
PR;Total;1990;R;17.63063122
PR;Total;1991;R;23.78280506
PR;Total;1992;R;24.90580331
PR;Total;1993;R;27.23014611
PR;Total;1994;R;28.13272766
PR;Total;1995;R;24.21734393
PR;Total;1996;R;24.13726652
PR;Total;1997;R;19.98950827
PR;Total;1998;R;17.89403657
PR;Total;1999;R;16.20338112
PR;Total;2000;R;20.00569644
PR;Total;2001;R;21.85102722
PR;Total;2002;R;22.37795215
PR;Total;2003;R;22.38850906
PR;Total;2004;R;23.14659096
PR;Total;2005;R;22.71547695
