Country;Sex;Year;Unit;VALUE
AM;Female;1994;N;24.55865922
AM;Female;1995;N;19.09756098
AM;Female;1996;N;23
AM;Female;1997;N;21.64948454
AM;Female;1998;N;15.5
AM;Female;1999;N;19.28571429
AM;Female;2000;N;25.85227273
AM;Female;2001;N;18.37362637
AM;Female;2002;N;19.58108108
AM;Female;2003;N;10.85714286
AM;Female;2004;N;22
AM;Female;2005;N;11
AM;Female;2006;N;26
AM;Female;2007;N;13
AM;Female;2008;N;26.35869565
AM;Female;2009;N;25
AM;Female;2010;N;10
AM;Female;2011;N;19
AM;Female;2012;N;19
AM;Female;2013;N;19
AM;Female;2014;N;20
AM;Female;2015;N;21
AM;Female;2016;N;14
AM;Female;2017;N;11
AM;Female;2018;N;11
AM;Female;2019;N;10
AM;Female;2020;N;16
AG;Female;1990;N;1
AG;Female;1991;N;2
AG;Female;1992;N;1
AG;Female;1993;N;0
AG;Female;1994;N;1
AG;Female;1995;N;2
AG;Female;1996;N;1
AG;Female;1997;N;0
AG;Female;2001;N;0.777777778
AG;Female;2002;N;1.25
AG;Female;2008;N;5
AG;Female;2015;N;1
AG;Female;2016;N;2
AG;Unknown;2016;N;1
AG;Female;2017;N;2
AG;Unknown;2017;N;1
AG;Female;2018;N;3
AG;Unknown;2018;N;0
AG;Female;2019;N;1
AG;Unknown;2019;N;0
AG;Female;2020;N;1
AG;Unknown;2020;N;0
AU;Female;1990;N;138
AU;Female;1991;N;143
AU;Female;1992;N;117
AU;Female;1993;N;118.4907975
AU;Female;1994;N;114.9226006
AU;Female;1995;N;139.7718121
AU;Female;1996;N;112.8854489
AU;Female;1997;N;121.7160883
AU;Female;1998;N;106.4271186
AU;Female;1999;N;123.5641892
AU;Female;2000;N;136.0457516
AU;Female;2001;N;116.0422078
AU;Female;2002;N;121.1498258
AU;Female;2003;N;96.35797665
AU;Female;2004;N;92.53703704
AU;Female;2005;N;94.36434109
AU;Female;2006;N;92.87128086
AU;Female;2007;N;85.33864542
AU;Female;2008;N;101
AU;Female;2009;N;76.15830116
AU;Female;2010;N;93.64582115
AU;Female;2011;N;90
AU;Female;2012;N;83
AU;Female;2013;N;94
AU;Female;2014;N;94
AU;Unknown;2014;N;0
AU;Female;2015;N;84.58775245
AU;Female;2016;N;80
AU;Unknown;2016;N;0
AU;Female;2017;N;63
AU;Unknown;2017;N;0
AU;Unknown;2018;N;0
AU;Female;2018;N;84
AU;Unknown;2019;N;0
AU;Female;2019;N;68
AU;Unknown;2020;N;0
AU;Female;2020;N;74
AT;Female;1990;N;39.872
AT;Female;1991;N;46.81818182
AT;Female;1992;N;42.74576271
AT;Female;1993;N;34.71698113
AT;Female;1994;N;52.42553191
AT;Female;1995;N;38.07142857
AT;Female;1996;N;50.53125
AT;Female;1997;N;37.30434783
AT;Female;1998;N;33.84615385
AT;Female;1999;N;31.76470588
AT;Female;2000;N;53.57333333
AT;Female;2001;N;41.81818182
AT;Female;2002;N;37.68115942
AT;Female;2003;N;23.40425532
AT;Female;2004;N;31.91803279
AT;Female;2005;N;24.17910448
AT;Female;2006;N;29.13432836
AT;Female;2007;N;24.23076923
AT;Female;2008;N;29
AT;Female;2009;N;28.13793103
AT;Female;2010;N;30
AT;Female;2011;N;35
AT;Female;2012;N;38
AT;Female;2013;N;30
AT;Female;2014;N;23
AT;Female;2015;N;17
AT;Female;2016;N;31
AT;Female;2017;N;37
AT;Female;2018;N;44
AT;Female;2019;N;40
AT;Female;2020;N;37
AZ;Female;2010;N;62
AZ;Female;2011;N;75
AZ;Female;2012;N;58
AZ;Female;2013;N;70
AZ;Female;2014;N;87
AZ;Female;2015;N;72
AZ;Unknown;2016;N;81
AZ;Female;2016;N;71
AZ;Unknown;2017;N;68
AZ;Female;2017;N;76
AZ;Unknown;2018;N;66
AZ;Female;2018;N;65
AZ;Unknown;2019;N;59
AZ;Female;2019;N;60
AZ;Female;2020;N;79
AZ;Unknown;2020;N;76
BI;Female;2013;N;97
BI;Female;2014;N;102
BI;Female;2015;N;78
BI;Female;2016;N;123
BE;Female;2000;N;83.32947977
BE;Female;2001;N;102.8125
BE;Female;2002;N;132.1111111
BE;Female;2003;N;94.23611111
BE;Female;2004;N;126.4719101
BE;Female;2005;N;92.19631902
BE;Female;2006;N;87.79452055
BE;Female;2007;N;87.3566879
BE;Female;2008;N;71.3671875
BE;Female;2009;N;76.1641791
BE;Female;2010;N;69.46153846
BE;Female;2011;N;92.34246575
BE;Female;2012;N;77.26923077
BE;Female;2013;N;98.77272727
BE;Female;2014;N;81.05263158
BG;Female;1990;N;52.8630137
BG;Female;1991;N;92.96657382
BG;Female;1992;N;100.6336634
BG;Female;1993;N;91.4354067
BG;Female;1994;N;98.85981308
BG;Female;1995;N;78.1959799
BG;Female;1996;N;83.03317536
BG;Female;1997;N;94.40431267
BG;Female;1998;N;99.75709779
BG;Female;1999;N;87.93277311
BG;Female;2000;N;97.31034483
BG;Female;2001;N;61.85245902
BG;Female;2002;N;56.66666667
BG;Female;2003;N;51.88127854
BG;Female;2004;N;57.15315315
BG;Female;2005;N;52
BG;Female;2006;N;54
BG;Female;2007;N;38
BG;Female;2008;N;36
BG;Female;2009;N;35
BG;Female;2010;N;27
BG;Female;2011;N;30
BG;Female;2012;N;37
BG;Female;2013;N;34
BG;Female;2014;N;26
BG;Female;2015;N;29
BG;Female;2016;N;22
BG;Female;2017;N;35
BG;Unknown;2017;N;35
BG;Unknown;2018;N;38
BG;Female;2018;N;38
BG;Unknown;2019;N;23
BG;Female;2019;N;23
BG;Female;2020;N;26
BG;Unknown;2020;N;26
BH;Female;2010;N;1
BH;Female;2011;N;0
BH;Female;2012;N;1
BH;Female;2013;N;2
BH;Female;2014;N;0
BH;Female;2015;N;0
BH;Female;2016;N;3
BH;Female;2017;N;1
BH;Female;2018;N;0
BH;Female;2019;N;0
BS;Female;1993;N;6
BS;Female;1994;N;5.571428571
BS;Female;1995;N;6.666666667
BS;Female;1996;N;7.463414634
BS;Female;1997;N;6.85106383
BS;Female;2000;N;16.44444444
BS;Female;2001;N;5.16
BS;Female;2002;N;12.23529412
BS;Female;2003;N;6
BS;Female;2004;N;2
BS;Female;2005;N;8
BS;Female;2006;N;5
BS;Female;2007;N;8
BS;Female;2008;N;7
BS;Female;2009;N;10
BS;Female;2010;N;14
BS;Female;2011;N;16
BS;Female;2012;N;10
BS;Female;2014;N;11
BS;Female;2015;N;16
BS;Female;2016;N;7
BS;Female;2017;N;6
BS;Unknown;2017;N;0
BS;Female;2018;N;3
BS;Unknown;2018;N;0
BS;Unknown;2019;N;0
BS;Female;2019;N;6
BS;Female;2020;N;11
BS;Unknown;2020;N;0
BA;Female;1990;N;16
BA;Female;2000;N;20
BA;Female;2001;N;29
BA;Female;2002;N;25
BA;Female;2009;N;15
BA;Female;2010;N;10
BA;Female;2011;N;16
BA;Female;2012;N;24
BA;Female;2013;N;14
BA;Female;2014;N;11
BA;Female;2015;N;18
BA;Female;2016;N;15
BA;Female;2017;N;10
BA;Female;2018;N;8
BA;Female;2019;N;10
BA;Unknown;2019;N;0
BA;Unknown;2020;N;0
BA;Female;2020;N;5
BY;Female;2007;N;221.5283019
BY;Female;2008;N;183
BY;Female;2009;N;198
BY;Female;2010;N;136
BY;Female;2011;N;117
BY;Female;2012;N;126
BY;Female;2013;N;103
BY;Female;2014;N;116
BY;Female;2015;N;116
BY;Female;2016;N;106
BY;Female;2017;N;94
BY;Female;2018;N;84
BY;Female;2019;N;87
BZ;Female;2004;N;14
BZ;Female;2009;N;9
BZ;Female;2010;N;16.125
BZ;Female;2011;N;12
BZ;Female;2012;N;14
BZ;Female;2013;N;10
BZ;Female;2014;N;12
BZ;Female;2015;N;9
BZ;Female;2016;N;15
BZ;Unknown;2016;N;1
BZ;Female;2017;N;11
BZ;Unknown;2017;N;1
BZ;Female;2018;N;19
BZ;Unknown;2018;N;0
BZ;Female;2019;N;17
BZ;Female;2020;N;11
BZ;Unknown;2020;N;0
BM;Female;1990;N;0
BM;Female;1991;N;0
BM;Female;1992;N;1
BM;Female;1996;N;1
BM;Female;2004;N;1
BM;Female;2005;N;0
BM;Female;2009;N;1
BM;Female;2010;N;0
BM;Female;2011;N;2
BM;Female;2012;N;0
BM;Female;2013;N;0
BM;Female;2014;N;1
BM;Female;2015;N;0
BM;Female;2016;N;0
BM;Female;2017;N;0
BM;Female;2019;N;0
BO;Female;2008;N;137.2375691
BO;Female;2015;N;241
BO;Unknown;2015;N;17
BO;Female;2016;N;189
BO;Unknown;2016;N;38
BO;Female;2017;N;228
BO;Unknown;2017;N;24
BO;Female;2018;N;205
BO;Unknown;2018;N;16
BO;Female;2019;N;304
BR;Female;1990;N;2370.542512
BR;Female;1991;N;2500.761868
BR;Female;1992;N;2196.305344
BR;Female;1993;N;2404.472907
BR;Female;1994;N;2602.553055
BR;Female;1995;N;3049.150426
BR;Female;1996;N;3682
BR;Female;1997;N;3587
BR;Female;1998;N;3503
BR;Female;1999;N;3536
BR;Female;2000;N;3743
BR;Female;2001;N;3851
BR;Female;2002;N;3870
BR;Female;2003;N;3938
BR;Female;2004;N;3834
BR;Female;2005;N;3886
BR;Female;2006;N;4022
BR;Female;2007;N;3776
BR;Female;2008;N;4027
BR;Female;2009;N;4265
BR;Female;2010;N;4466
BR;Female;2011;N;4516
BR;Female;2012;N;4723
BR;Female;2013;N;4767
BR;Female;2014;N;4834
BR;Female;2015;N;4619
BR;Female;2016;N;4644
BR;Female;2017;N;4931
BR;Female;2018;N;4515
BR;Female;2019;N;3731
BR;Female;2020;N;3826
BB;Female;1990;N;11
BB;Female;1991;N;9
BB;Female;1992;N;4
BB;Female;1993;N;5
BB;Female;1994;N;6
BB;Female;1995;N;5
BB;Female;2000;N;5
BB;Female;2001;N;4.464285714
BB;Female;2002;N;7.5
BB;Female;2003;N;11
BB;Female;2004;N;0.88
BB;Female;2005;N;9.157894737
BB;Female;2006;N;1.52173913
BB;Female;2007;N;6
BB;Female;2008;N;4
BB;Female;2009;N;3
BB;Female;2010;N;8
BB;Female;2011;N;2
BB;Female;2012;N;2
BB;Female;2013;N;7
BB;Female;2014;N;3
BB;Female;2015;N;3
BB;Female;2016;N;2
BB;Unknown;2016;N;0
BB;Female;2017;N;2
BB;Unknown;2017;N;0
BB;Female;2018;N;4
BB;Unknown;2018;N;0
BB;Female;2019;N;5
BB;Unknown;2019;N;0
BB;Female;2020;N;3
BB;Unknown;2020;N;0
BN;Female;1996;N;3
BN;Female;1997;N;2
BN;Female;1998;N;0
BN;Female;1999;N;2
BN;Female;2000;N;2
BT;Female;2015;N;2
BT;Unknown;2015;N;0
BT;Female;2016;N;4
BT;Unknown;2016;N;0
BT;Female;2017;N;4
BT;Female;2018;N;2
BT;Unknown;2019;N;0
BT;Female;2019;N;2
BT;Female;2020;N;5
BT;Unknown;2020;N;0
CA;Female;1990;N;235.9981949
CA;Female;1991;N;276.3858521
CA;Female;1992;N;238.1943049
CA;Female;1993;N;199.9391635
CA;Female;1994;N;204.6506024
CA;Female;1995;N;190.8650307
CA;Female;1996;N;207.1976517
CA;Female;1997;N;198.5058005
CA;Female;1998;N;185.5353319
CA;Female;1999;N;166.8333333
CA;Female;2000;N;149
CA;Female;2001;N;162.2929476
CA;Female;2002;N;207
CA;Female;2003;N;156.430127
CA;Female;2004;N;200
CA;Female;2005;N;180
CA;Female;2006;N;162
CA;Female;2007;N;166
CA;Female;2008;N;147
CA;Female;2009;N;162
CA;Female;2010;N;154.2774775
CA;Female;2011;N;179
CA;Female;2012;N;157
CA;Female;2013;N;151
CA;Unknown;2013;N;0
CA;Female;2014;N;151
CA;Unknown;2014;N;0
CA;Female;2015;N;178
CA;Unknown;2015;N;0
CA;Female;2016;N;152
CA;Unknown;2016;N;0
CA;Female;2017;N;173
CA;Unknown;2017;N;0
CA;Female;2018;N;167
CA;Unknown;2018;N;0
CA;Female;2019;N;155
CA;Unknown;2019;N;1
CA;Female;2020;N;171
CA;Unknown;2020;N;1
CH;Female;1990;N;51.11111111
CH;Female;1991;N;43.20430108
CH;Female;1992;N;42.35643564
CH;Female;1993;N;43.51351351
CH;Female;1994;N;40.85106383
CH;Female;1995;N;39.79411765
CH;Female;1996;N;31.25974026
CH;Female;1997;N;39.15
CH;Female;1998;N;29.62711864
CH;Female;1999;N;37.6056338
CH;Female;2000;N;38.73684211
CH;Female;2001;N;36.70731707
CH;Female;2002;N;49.30666667
CH;Female;2003;N;39.42
CH;Female;2004;N;38.41791045
CH;Female;2005;N;37.5
CH;Female;2006;N;37.6744186
CH;Female;2007;N;26.06666667
CH;Female;2008;N;25.11627907
CH;Female;2009;N;27
CH;Female;2010;N;26
CH;Female;2011;N;23
CH;Female;2012;N;17
CH;Female;2013;N;32
CH;Unknown;2013;N;0
CH;Female;2014;N;24
CH;Unknown;2014;N;0
CH;Female;2015;N;30
CH;Unknown;2015;N;0
CH;Female;2016;N;25
CH;Unknown;2016;N;0
CH;Female;2017;N;20
CH;Unknown;2017;N;0
CH;Unknown;2018;N;0
CH;Female;2018;N;28
CH;Female;2019;N;26
CH;Unknown;2019;N;0
CH;Female;2020;N;27
CH;Unknown;2020;N;0
CL;Female;2005;N;83
CL;Female;2006;N;91
CL;Female;2007;N;111
CL;Female;2008;N;103
CL;Female;2009;N;99.35064935
CL;Female;2010;N;96
CL;Female;2011;N;115
CL;Female;2012;N;37
CL;Female;2013;N;108
CL;Female;2014;N;63
CL;Female;2015;N;76.53558052
CL;Female;2016;N;90
CL;Unknown;2016;N;0
CL;Female;2017;N;106
CL;Unknown;2017;N;0
CL;Female;2018;N;94
CL;Unknown;2018;N;0
CL;Female;2019;N;95
CM;Female;2014;N;91
CM;Female;2015;N;117
CM;Female;2016;N;107
CO;Female;1990;N;1835.405068
CO;Female;1991;N;2020.690987
CO;Female;1992;N;2127.608319
CO;Female;1993;N;2114.619006
CO;Female;1994;N;2000.041999
CO;Female;1995;N;1654.817984
CO;Female;1996;N;1744.977665
CO;Female;1997;N;1740.587691
CO;Female;1998;N;1726.341587
CO;Female;1999;N;1796.533535
CO;Female;2000;N;1924.065959
CO;Female;2001;N;2214.345497
CO;Female;2002;N;2242.02032
CO;Female;2003;N;2000.153308
CO;Female;2004;N;1629
CO;Female;2005;N;1492
CO;Female;2006;N;1323
CO;Female;2007;N;1385
CO;Female;2008;N;1262
CO;Female;2009;N;1260
CO;Female;2010;N;1226
CO;Female;2011;N;1348
CO;Female;2012;N;1387
CO;Female;2013;N;1224.71486
CO;Unknown;2013;N;24
CO;Female;2014;N;1170
CO;Unknown;2014;N;17
CO;Female;2015;N;1068
CO;Unknown;2015;N;8
CO;Female;2016;N;1038
CO;Female;2017;N;1077
CO;Female;2018;N;1060
CO;Female;2019;N;1045
CO;Female;2020;N;913
CV;Female;2011;N;7.274509804
CV;Female;2012;N;10.18181818
CV;Female;2013;N;7
CV;Female;2014;N;15
CV;Female;2015;N;7
CV;Female;2017;N;6
CV;Female;2018;N;10
CV;Female;2019;N;6
CV;Female;2020;N;9
CR;Female;1990;N;27.8
CR;Female;1991;N;24.75
CR;Female;1992;N;24.69135802
CR;Female;1993;N;19.27710843
CR;Female;1994;N;24.72826087
CR;Female;1995;N;26.72625698
CR;Female;1996;N;18.41538462
CR;Female;1997;N;19.46341463
CR;Female;1998;N;27.21495327
CR;Female;1999;N;32.18220339
CR;Female;2000;N;40.29460581
CR;Female;2001;N;28.43852459
CR;Female;2002;N;33.88983051
CR;Female;2003;N;37.76223776
CR;Female;2004;N;38.76923077
CR;Female;2005;N;61.21262458
CR;Female;2006;N;45
CR;Female;2007;N;37
CR;Female;2008;N;60
CR;Female;2009;N;59
CR;Female;2010;N;61
CR;Female;2011;N;64
CR;Female;2012;N;50
CR;Female;2013;N;36
CR;Female;2014;N;51
CR;Female;2015;N;42
CR;Female;2016;N;66
CR;Female;2017;N;58
CR;Female;2018;N;65
CR;Female;2019;N;48
CR;Female;2020;N;62
CU;Female;1992;N;176
CU;Female;1993;N;183
CU;Female;1994;N;211
CU;Female;1995;N;209
CU;Female;1996;N;166
CU;Female;1997;N;163
CU;Female;1998;N;187
CU;Female;1999;N;159
CU;Female;2000;N;155
CU;Female;2001;N;159
CU;Female;2002;N;185
CU;Female;2003;N;153
CU;Female;2004;N;146
CU;Female;2005;N;168
CU;Female;2006;N;133
CU;Female;2007;N;139
CU;Female;2008;N;120
CU;Female;2009;N;153
CU;Female;2010;N;126
CU;Female;2011;N;132
CU;Female;2012;N;138
CU;Female;2013;N;147
CU;Female;2014;N;156
CU;Female;2015;N;139
CU;Female;2016;N;121
CU;Female;2001;N;2
CU;Female;2002;N;6
CU;Female;2003;N;2
CU;Female;2004;N;7
CU;Female;2005;N;6
CU;Female;2006;N;3
CU;Female;2007;N;3
KY;Female;1990;N;0
KY;Female;1991;N;0
KY;Female;1992;N;0
KY;Female;1993;N;0
KY;Female;1994;N;0
KY;Female;1995;N;0
KY;Female;1996;N;0
KY;Female;1997;N;0
KY;Female;1998;N;0
KY;Female;2000;N;1
KY;Female;2001;N;1
KY;Female;2003;N;1
KY;Female;2004;N;1
KY;Female;2005;N;0
KY;Female;2006;N;1
KY;Female;2007;N;1
KY;Female;2008;N;0
KY;Female;2009;N;1
KY;Female;2010;N;0
KY;Female;2013;N;0
KY;Female;2014;N;0
CY;Female;2004;N;4
CY;Female;2005;N;2
CY;Female;2006;N;4
CY;Female;2007;N;3
CY;Female;2008;N;2
CY;Female;2009;N;7
CY;Female;2010;N;1
CY;Female;2011;N;6
CY;Female;2012;N;5
CY;Female;2013;N;3
CY;Female;2014;N;5
CY;Female;2015;N;3
CY;Female;2016;N;5
CY;Female;2017;N;0
CY;Female;2018;N;6
CY;Female;2019;N;10
CY;Female;2020;N;4
CZ;Female;1994;N;82.8
CZ;Female;1995;N;58.03243243
CZ;Female;1996;N;55.36
CZ;Female;1997;N;63.44642857
CZ;Female;1998;N;48.67857143
CZ;Female;1999;N;61.50993377
CZ;Female;2000;N;49
CZ;Female;2001;N;47
CZ;Female;2002;N;58
CZ;Female;2003;N;58
CZ;Female;2004;N;49.88321168
CZ;Female;2005;N;45
CZ;Female;2006;N;54
CZ;Female;2007;N;55
CZ;Female;2008;N;44
CZ;Female;2009;N;38
CZ;Female;2010;N;53
CZ;Female;2011;N;44
CZ;Female;2012;N;48
CZ;Female;2013;N;51
CZ;Female;2014;N;45
CZ;Unknown;2014;N;0
CZ;Female;2015;N;49
CZ;Unknown;2015;N;0
CZ;Female;2016;N;36
CZ;Unknown;2016;N;0
CZ;Female;2017;N;30
CZ;Unknown;2017;N;0
CZ;Female;2019;N;39
CZ;Unknown;2019;N;0
CZ;Female;2020;N;39
CZ;Unknown;2020;N;0
DE;Female;1990;N;382
DE;Female;1991;N;455
DE;Female;1992;N;470
DE;Female;1993;N;557
DE;Female;1994;N;680
DE;Female;1995;N;693
DE;Female;1996;N;669
DE;Female;1997;N;651
DE;Female;1998;N;604
DE;Female;1999;N;516
DE;Female;2000;N;545
DE;Female;2001;N;492
DE;Female;2002;N;474
DE;Female;2003;N;487
DE;Female;2004;N;458
DE;Female;2005;N;448
DE;Female;2006;N;442
DE;Female;2007;N;390
DE;Female;2008;N;367
DE;Female;2009;N;386
DE;Female;2010;N;393
DE;Female;2011;N;338
DE;Female;2012;N;296
DE;Female;2013;N;328
DE;Unknown;2013;N;0
DE;Female;2014;N;339
DE;Unknown;2014;N;0
DE;Female;2015;N;327
DE;Unknown;2015;N;0
DE;Female;2016;N;469
DE;Unknown;2016;N;0
DE;Unknown;2017;N;0
DE;Female;2017;N;380
DE;Unknown;2018;N;0
DE;Female;2018;N;367
DE;Female;2019;N;276
DE;Unknown;2019;N;0
DE;Female;2020;N;357
DE;Unknown;2020;N;0
DM;Female;2001;N;1
DM;Female;2002;N;0
DM;Female;2003;N;2.285714286
DM;Female;2008;N;2
DM;Female;2010;N;1.875
DM;Female;2011;N;0
DM;Female;2014;N;2
DM;Female;2015;N;1
DM;Unknown;2015;N;0
DM;Female;2016;N;1
DM;Unknown;2016;N;0
DM;Female;2017;N;2
DM;Unknown;2017;N;0
DM;Female;2018;N;2
DM;Unknown;2018;N;0
DM;Female;2019;N;1
DM;Unknown;2019;N;0
DM;Female;2020;N;1
DM;Unknown;2020;N;0
DK;Female;1990;N;25
DK;Female;1991;N;43
DK;Female;1992;N;32
DK;Female;1993;N;26
DK;Female;1994;N;25
DK;Female;1995;N;19
DK;Female;1996;N;25.96117471
DK;Female;1997;N;42
DK;Female;1998;N;21.1372549
DK;Female;1999;N;28.54901961
DK;Female;2000;N;32
DK;Female;2001;N;19.10204082
DK;Female;2002;N;15
DK;Female;2003;N;28
DK;Female;2004;N;17
DK;Female;2005;N;18
DK;Female;2006;N;11
DK;Female;2007;N;17
DK;Female;2008;N;17.18181818
DK;Female;2009;N;14
DK;Female;2010;N;22
DK;Female;2011;N;15
DK;Female;2012;N;16
DK;Female;2013;N;13
DK;Unknown;2013;N;0
DK;Female;2014;N;31
DK;Unknown;2014;N;0
DK;Female;2015;N;23.37704918
DK;Unknown;2015;N;0
DK;Female;2016;N;23
DK;Unknown;2016;N;0
DK;Female;2017;N;20
DK;Unknown;2017;N;0
DK;Unknown;2018;N;0
DK;Female;2018;N;20
DK;Unknown;2019;N;0
DK;Female;2019;N;27
DK;Female;2020;N;17
DK;Unknown;2020;N;0
DO;Female;2005;N;214.4554455
DO;Female;2006;N;180.1082107
DO;Female;2007;N;174.5712237
DO;Female;2008;N;187.3325662
DO;Female;2009;N;180.047619
DO;Female;2010;N;210.1699029
DO;Female;2011;N;233
DO;Female;2012;N;201
DO;Female;2014;N;187
DO;Female;2016;N;170
DO;Female;2017;N;191
DO;Unknown;2017;N;12
DO;Female;2018;N;152
DO;Unknown;2018;N;4
DO;Female;2019;N;145
DO;Female;2020;N;128
DZ;Female;2012;N;52
DZ;Female;2013;N;39
DZ;Female;2014;N;85.48148148
DZ;Female;2015;N;73
DZ;Female;2019;N;92
DZ;Female;2020;N;82
EC;Female;1990;N;83.30943396
EC;Female;1991;N;110.6803005
EC;Female;1992;N;78.03598775
EC;Female;1993;N;81.44182825
EC;Female;1994;N;92.54375
EC;Female;2000;N;144.6641001
EC;Female;2001;N;148.2151515
EC;Female;2002;N;185.4085603
EC;Female;2003;N;182.3834373
EC;Female;2004;N;217.9299914
EC;Female;2005;N;165.6618197
EC;Female;2006;N;222.4510221
EC;Female;2007;N;229.4760661
EC;Female;2008;N;213
EC;Female;2009;N;276.2155298
EC;Female;2010;N;237
EC;Female;2011;N;249
EC;Female;2012;N;231
EC;Female;2013;N;253
EC;Unknown;2014;N;0
